psi,gamma_agent_1,gamma_agent_2,gamma_true
-2.62516646395859,0.291263782424643,0.416408813768027,0.125145031343383
-2.61287060230071,0.287539903799081,0.417317895126822,0.129777991327741
-2.60057474064282,0.283701856533561,0.418100859090243,0.134399002556682
-2.58827887898494,0.279750346584531,0.418748259232493,0.138997912647963
-2.57598301732705,0.27568627679265,0.419251381776752,0.143565104984101
-2.56368715566917,0.271510712004327,0.419602367491771,0.148091655487444
-2.55139129401128,0.267224844157652,0.41979432124702,0.152569477089368
-2.53909543235339,0.262829958063614,0.419821407661218,0.156991449597604
-2.52679957069551,0.258327398588954,0.419678931491396,0.161351532902442
-2.51450370903762,0.253718539909367,0.419363401641015,0.165644861731648
-2.50220784737974,0.24900475745159,0.418872577912652,0.169867820461062
-2.48991198572185,0.244187403081234,0.418205499889566,0.174018096808332
-2.47761612406397,0.239267784021133,0.417362497597201,0.178094713576068
-2.46532026240608,0.234247145903834,0.416345183866398,0.182098037962563
-2.45302440074819,0.229126660273146,0.415156428590613,0.186029768317467
-2.44072853909031,0.223907416754988,0.413800315335946,0.189892898580958
-2.42843267743242,0.218590420018929,0.412282081021118,0.193691661002189
-2.41613681577454,0.213176591550544,0.410608039631069,0.197431448080525
-2.40384095411665,0.207666776152947,0.40878549115889,0.201118715005943
-2.39154509245877,0.202061752995437,0.406822617182981,0.204760864187545
-2.37924923080088,0.19636225093,0.404728364676632,0.208366113746632
-2.36695336914299,0.190568967704268,0.402512319812919,0.211943352108651
-2.35465750748511,0.184682592614104,0.400184573666499,0.215501981052396
-2.34236164582722,0.17870383206203,0.397755581823738,0.219051749761708
-2.33006578416934,0.172633437420537,0.395236019992023,0.222602582571486
-2.31776992251145,0.166472234543372,0.392636637747186,0.226164403203814
-2.30547406085357,0.160221154224256,0.389968112574022,0.229746958349766
-2.29317819919568,0.153881262872002,0.387240906338911,0.233359643466909
-2.2808823375378,0.147453792654488,0.384465126286,0.237011333631511
-2.26858647587991,0.140940170361692,0.381650392570004,0.240710222208312
-2.25629061422202,0.134342044250285,0.37880571423091,0.244463669980625
-2.24399475256414,0.127661308159053,0.375939375380395,0.248278067221342
-2.23169889090625,0.120900122225268,0.373058833208799,0.25215871098353
-2.21940302924837,0.114060929586576,0.370170629237516,0.256109699650939
-2.20710716759048,0.107146468520092,0.367280315037615,0.260133846517524
-2.19481130593259,0.100159779549253,0.364392393414447,0.264232613865194
-2.18251544427471,0.0931042071381747,0.361510275823378,0.268406068685204
-2.17021958261682,0.0859833956914011,0.35863625653717,0.272652860845769
-2.15792372095894,0.0788012796823789,0.35577150383458,0.276970224152201
-2.14562785930105,0.0715620678448908,0.352916068226282,0.281354000381391
-2.13333199764317,0.0642702214761792,0.350068907482023,0.285798686005844
-2.12103613598528,0.05693042701656,0.347227927975701,0.290297500959141
-2.1087402743274,0.0495475631859384,0.344390041626553,0.294842478440615
-2.09644441266951,0.0421266630706878,0.341551237488292,0.299424574417604
-2.08414855101162,0.0346728716628238,0.338706666827178,0.304033795164354
-2.07185268935374,0.0271913994552731,0.335850740337675,0.308659340882402
-2.05955682769585,0.0196874727903645,0.332977235973361,0.313289763182996
